,WARD_PRECI,TOTAL,WHITE,AFRICAN_AMERICAN,NATIVE_AMERICAN,ASIAN,OTHER
0,0113,15.123078090183718,10.397116187001306,4.725961903182411,0.0,0.0,0.0
1,0102,36.84642878443855,25.3319197893015,11.51450899513705,0.0,0.0,0.0
2,0105,24.160771934915285,16.610530705254256,7.550241229661026,0.0,0.0,0.0
3,0203,16.698562613425743,11.480261796730197,5.218300816695544,0.0,0.0,0.0
4,0205,11.772369120914853,8.093503770628962,3.6788653502858915,0.0,0.0,0.0
5,0204,16.26038758133638,11.17901646216876,5.08137111916762,0.0,0.0,0.0
6,0206,12.642245762044107,8.691543961405323,3.9507018006387833,0.0,0.0,0.0
7,0303,39.72787461660129,27.31291379891338,12.414960817687902,0.0,0.0,0.0
8,0304,33.113595831425,22.76559713410469,10.347998697320314,0.0,0.0,0.0
9,0307,28.50063393684556,19.594185831581324,8.90644810526424,0.0,0.0,0.0
10,0402,53.40979727055796,36.719235623508595,16.690561647049364,0.0,0.0,0.0
11,0401,24.877587959379333,17.103341722073292,7.774246237306042,0.0,0.0,0.0
12,0403,19.487948557935127,13.3979646335804,6.089983924354727,0.0,0.0,0.0
13,0405,25.802973600230818,17.73954435015869,8.063429250072131,0.0,0.0,0.0
14,0406,28.786019861916817,19.79038865506781,8.995631206849005,0.0,0.0,0.0
15,0404,20.63107497396832,14.18386404460322,6.4472109293651005,0.0,0.0,0.0
16,0408,38.80570955523711,26.67892531922551,12.126784236011597,0.0,0.0,0.0
17,0409,32.10240129343779,22.070400889238478,10.032000404199307,0.0,0.0,0.0
18,0504,17.8081475990355,12.243101474336907,5.565046124698594,0.0,0.0,0.0
19,0503,62.96795191865391,43.29046694407456,19.677484974579343,0.0,0.0,0.0
20,0501,50.232448340470434,34.53480823407342,15.697640106397012,0.0,0.0,0.0
21,0902,26.703592773221363,18.358720031589687,8.344872741631676,0.0,0.0,0.0
22,0901,15.515344349953917,10.666799240593319,4.848545109360599,0.0,0.0,0.0
23,0502,48.99627986172817,33.68494240493811,15.311337456790053,0.0,0.0,0.0
24,0603,10.006468155114193,6.8794468566410085,3.1270212984731858,0.0,0.0,0.0
25,0605,18.86040144688446,12.966525994733066,5.893875452151394,0.0,0.0,0.0
26,0606,15.793583694306262,10.858088789835556,4.935494904470707,0.0,0.0,0.0
27,0602,24.521040233592657,16.858215160594956,7.662825072997705,0.0,0.0,0.0
28,0608,19.82476525994699,13.629526116213551,6.195239143733433,0.0,0.0,0.0
29,0702,12.807376180861901,8.805071124342557,4.0023050565193445,0.0,0.0,0.0
30,0706,13.657486646136975,9.38952206921917,4.267964576917805,0.0,0.0,0.0
31,0805,24.288125765142265,16.698086463535308,7.590039301606958,0.0,0.0,0.0
32,0803,31.207685013085616,21.455283446496363,9.752401566589256,0.0,0.0,0.0
33,1201,29.488570914607884,20.27339250379292,9.215178410814964,0.0,0.0,0.0
34,0905,37.49676832723419,25.779028224973512,11.717740102260684,0.0,0.0,0.0
35,1002,17.890858604797764,12.299965290798463,5.590893313999302,0.0,0.0,0.0
36,1001,8.467817774277862,5.82162471981603,2.6461930544618317,0.0,0.0,0.0
37,0904,34.97131937431384,24.042782069840772,10.928537304473076,0.0,0.0,0.0
38,0903,44.934538396838036,30.892495147826146,14.042043249011886,0.0,0.0,0.0
39,0804,16.42120447791755,11.289578078568317,5.131626399349234,0.0,0.0,0.0
40,0806,25.080881104154507,17.243105759106225,7.837775345048284,0.0,0.0,0.0
41,0709,11.536628188253696,7.931431879424416,3.60519630882928,0.0,0.0,0.0
42,0710,30.896347929488858,21.241239201523587,9.655108727965269,0.0,0.0,0.0
43,0807,11.912398533323078,8.189773991659616,3.7226245416634614,0.0,0.0,0.0
44,1006,22.35259899327068,15.36741180787359,6.985187185397087,0.0,0.0,0.0
45,1003,18.3384090155857,12.607656198215171,5.730752817370531,0.0,0.0,0.0
46,1101,17.367934563798542,11.940455012611496,5.4274795511870435,0.0,0.0,0.0
47,1007,25.53621820093447,17.55615001314245,7.980068187792022,0.0,0.0,0.0
48,1209,15.657229716674486,10.764345430213709,4.892884286460776,0.0,0.0,0.0
49,1103,19.21184237633187,13.208141633728161,6.0037007426037095,0.0,0.0,0.0
50,1105,11.744789875888719,8.074543039673495,3.6702468362152247,0.0,0.0,0.0
51,1106,12.087131546386097,8.309902938140443,3.777228608245655,0.0,0.0,0.0
52,1107,17.814464882922493,12.247444607009214,5.567020275913279,0.0,0.0,0.0
53,1104,20.43034905910199,14.045864978132617,6.384484080969372,0.0,0.0,0.0
54,1206,16.30298658185613,11.208303275026088,5.09468330683004,0.0,0.0,0.0
55,1204,18.719860478952203,12.869904079279639,5.849956399672563,0.0,0.0,0.0
56,1205,8.583867900669661,5.901409181710392,2.682458718959269,0.0,0.0,0.0
57,1301,19.74475325769466,13.574517864665081,6.170235393029582,0.0,0.0,0.0
58,1306,16.90894233743807,11.624897856988673,5.2840444804493965,0.0,0.0,0.0
59,1308,12.665704084113708,8.707671557828174,3.958032526285533,0.0,0.0,0.0
60,1304,21.094391876253674,14.5023944149244,6.591997461329273,0.0,0.0,0.0
61,1302,8.804731391693661,6.053252831789391,2.7514785599042693,0.0,0.0,0.0
62,1307,9.26276289314533,6.368149489037415,2.8946134041079157,0.0,0.0,0.0
